Adsorbate 1,Adsorbate 2,num of NM atoms 1,num of NM atoms 2,num of H 1,num of H 2,Atomic num 1,Atomic num 2,PE 1,PE 2,Covalent Radius 1,Covalent Radius 2,FIE 1,FIE 2,IE 1,IE 2,EA 1,EA 2,VdW Radius 1,VdW Radius 2,num of Valence Electron 1,num of Valence Electron 2,num of Atoms,num of H,Average Atomic num,Average PE,Average Covalent Radius,Average FIE,Average IE,Average EA,Average VdW Radius,Average num of Valence Electron,PE 1 minus PE 2,PE 1 add PE 2,Covalent Radius 1 minus Covalent Radius 2,Covalent Radius 1 add Covalent Radius 2,VdW Radius 1 minus VdW Radius 2,VdW Radius 1 add VdW Radius 2,FIE 1 minus FIE 2,FIE 1 add FIE 2,EA 1 minus EA 2,EA 1 add EA 2,num of Valence 1 minus num of Valence 2,num of Valence 1 add num of Valence 2,IE 1 minus IE 2,IE 1 add IE 2,Average EA of Adsorbates squared,Average PE of Adsorbates squared,Average Covalent Radius of Adosrbates squared,Average FIE of Adsorbates squared,Average VdW Radius squared,Average Atomic num of Adsorbates squared,Average num of Valence Electron squared,Average IE squared,G_C2O2 - Gco
CH,NH3,2,4,1,3,3.5,2.5,2.38,2.41,0.54,0.42,12.43,13.83,10.64,10.07,1.01,0.55,1.45,1.29,5,8,3,2,3,2.39,0.48,13.13,10.36,0.78,1.37,6.5,-0.04,4.79,0.12,0.96,0.16,2.74,-1.4,26.26,0.46,1.56,-3,13,0.57,20.71,0.6,5.72,0.23,172.41,1.87,9,42.25,107.23,
CH,C,2,1,1,0,3.5,6,2.38,2.55,0.54,0.75,12.43,11.26,10.64,11.26,1.01,1.26,1.45,1.7,5,4,1.5,0.5,4.75,2.46,0.65,11.84,10.95,1.13,1.58,4.5,-0.18,4.93,-0.21,1.29,-0.25,3.15,1.17,23.69,-0.26,2.27,1,9,-0.62,21.9,1.29,6.06,0.42,140.29,2.48,22.56,20.25,119.9,
CH,CH,2,2,1,1,3.5,3.5,2.38,2.38,0.54,0.54,12.43,12.43,10.64,10.64,1.01,1.01,1.45,1.45,5,5,2,1,3.5,2.38,0.54,12.43,10.64,1.01,1.45,5,0,4.75,0,1.08,0,2.9,0,24.86,0,2.02,0,10,0,21.28,1.02,5.64,0.29,154.48,2.1,12.25,25,113.21,
CH,CH2,2,3,1,2,3.5,2.67,2.38,2.32,0.54,0.46,12.43,12.82,10.64,10.4,1.01,0.92,1.45,1.37,5,6,2.5,1.5,3.08,2.35,0.5,12.62,10.52,0.96,1.41,5.5,0.06,4.69,0.08,1,0.08,2.82,-0.39,25.25,0.08,1.93,-1,11,0.24,21.04,0.93,5.5,0.25,159.36,1.98,9.51,30.25,110.67,
CH,CH3,2,4,1,3,3.5,2.25,2.38,2.29,0.54,0.43,12.43,13.01,10.64,9.84,1.01,0.88,1.45,1.33,5,7,3,2,2.88,2.33,0.49,12.72,10.24,0.94,1.39,6,0.09,4.66,0.11,0.97,0.13,2.78,-0.58,25.44,0.13,1.89,-2,12,0.8,20.48,0.89,5.43,0.24,161.83,1.93,8.27,36,104.86,
CH,S,2,1,1,0,3.5,16,2.38,2.58,0.54,1.03,12.43,10.36,10.64,10.36,1.01,2.08,1.45,1.8,5,6,1.5,0.5,9.75,2.48,0.79,11.39,10.5,1.54,1.63,5.5,-0.21,4.96,-0.49,1.57,-0.35,3.25,2.07,22.79,-1.07,3.08,-1,11,0.28,21,2.38,6.14,0.62,129.83,2.64,95.06,30.25,110.25,
CH,SH,2,2,1,1,3.5,8.5,2.38,2.39,0.54,0.68,12.43,11.98,10.64,10.42,1.01,1.42,1.45,1.5,5,7,2,1,6,2.38,0.61,12.2,10.53,1.21,1.48,6,-0.02,4.77,-0.14,1.22,-0.05,2.95,0.45,24.41,-0.41,2.42,-2,12,0.22,21.06,1.47,5.68,0.37,148.94,2.18,36,36,110.88,0.04467
CH,SH2,2,3,1,2,3.5,6,2.38,2.33,0.54,0.56,12.43,12.52,10.64,10.46,1.01,1.2,1.45,1.4,5,8,2.5,1.5,4.75,2.35,0.55,12.47,10.55,1.1,1.43,6.5,0.05,4.7,-0.02,1.1,0.05,2.85,-0.09,24.95,-0.19,2.2,-3,13,0.18,21.1,1.21,5.53,0.3,155.6,2.03,22.56,42.25,111.3,
CH,F,2,1,1,0,3.5,9,2.38,3.98,0.54,0.64,12.43,17.42,10.64,17.42,1.01,3.4,1.45,1.47,5,7,1.5,0.5,6.25,3.18,0.59,14.93,14.03,2.2,1.46,6,-1.61,6.36,-0.1,1.18,-0.02,2.92,-4.99,29.85,-2.39,4.41,-2,12,-6.78,28.06,4.86,10.1,0.35,222.77,2.13,39.06,36,196.84,0.02152
CH,Cl,2,1,1,0,3.5,17,2.38,3.16,0.54,0.99,12.43,12.97,10.64,12.97,1.01,3.61,1.45,1.75,5,7,1.5,0.5,10.25,2.77,0.77,12.7,11.81,2.31,1.6,6,-0.79,5.54,-0.45,1.53,-0.3,3.2,-0.54,25.4,-2.61,4.62,-2,12,-2.33,23.61,5.33,7.66,0.59,161.24,2.56,105.06,36,139.36,0.10368
CH,Br,2,1,1,0,3.5,35,2.38,2.96,0.54,1.14,12.43,11.81,10.64,11.81,1.01,3.36,1.45,1.85,5,7,1.5,0.5,19.25,2.67,0.84,12.12,11.23,2.19,1.65,6,-0.59,5.34,-0.6,1.68,-0.4,3.3,0.62,24.24,-2.36,4.37,-2,12,-1.17,22.45,4.77,7.12,0.71,146.93,2.72,370.56,36,126,0.1083
CH,I,2,1,1,0,3.5,53,2.38,2.66,0.54,1.33,12.43,10.45,10.64,10.45,1.01,3.06,1.45,1.98,5,7,1.5,0.5,28.25,2.52,0.94,11.44,10.55,2.03,1.72,6,-0.29,5.04,-0.79,1.87,-0.53,3.43,1.98,22.88,-2.05,4.07,-2,12,0.19,21.09,4.13,6.34,0.87,130.87,2.94,798.06,36,111.2,
CH2,O,3,1,2,0,2.67,8,2.32,3.44,0.46,0.63,12.82,13.62,10.4,13.62,0.92,1.46,1.37,1.52,6,6,2,1,5.33,2.88,0.55,13.22,12.01,1.19,1.44,6,-1.12,5.76,-0.17,1.09,-0.15,2.89,-0.8,26.44,-0.54,2.38,0,12,-3.22,24.02,1.42,8.28,0.3,174.72,2.08,28.44,36,144.24,
CH2,OH,3,2,2,1,2.67,4.5,2.32,2.82,0.46,0.48,12.82,13.61,10.4,13.02,0.92,1.11,1.37,1.36,6,7,2.5,1.5,3.58,2.57,0.47,13.21,11.71,1.02,1.36,6.5,-0.5,5.14,-0.02,0.94,0.01,2.73,-0.79,26.43,-0.18,2.03,-1,13,-2.62,23.42,1.03,6.6,0.22,174.59,1.86,12.84,42.25,137.12,
CH2,N,3,1,2,0,2.67,7,2.32,3.04,0.46,0.71,12.82,14.53,10.4,14.53,0.92,-0.07,1.37,1.55,6,5,2,1,4.83,2.68,0.59,13.68,12.47,0.43,1.46,5.5,-0.72,5.36,-0.25,1.17,-0.18,2.92,-1.72,27.35,0.99,0.85,1,11,-4.13,24.93,0.18,7.17,0.34,187.04,2.13,23.36,30.25,155.38,
CH2,NH,3,2,2,1,2.67,4,2.32,2.62,0.46,0.52,12.82,14.07,10.4,12.8,0.92,0.34,1.37,1.38,6,6,2.5,1.5,3.33,2.47,0.49,13.44,11.6,0.63,1.37,6,-0.3,4.94,-0.06,0.98,-0.01,2.74,-1.25,26.88,0.58,1.27,0,12,-2.4,23.2,0.4,6.09,0.24,180.7,1.88,11.11,36,134.56,
CH2,NH2,3,3,2,2,2.67,3,2.32,2.48,0.46,0.45,12.82,13.91,10.4,10.78,0.92,0.48,1.37,1.32,6,7,3,2,2.83,2.4,0.46,13.36,10.59,0.7,1.34,6.5,-0.16,4.8,0.01,0.91,0.05,2.68,-1.09,26.73,0.44,1.4,-1,13,-0.38,21.18,0.49,5.75,0.21,178.61,1.8,8.03,42.25,112.15,
CH2,NH3,3,4,2,3,2.67,2.5,2.32,2.41,0.46,0.42,12.82,13.83,10.4,10.07,0.92,0.55,1.37,1.29,6,8,3.5,2.5,2.58,2.36,0.44,13.33,10.24,0.74,1.33,7,-0.09,4.73,0.04,0.88,0.08,2.65,-1.01,26.65,0.38,1.47,-2,14,0.33,20.47,0.54,5.59,0.19,177.56,1.76,6.67,49,104.76,
CH2,C,3,1,2,0,2.67,6,2.32,2.55,0.46,0.75,12.82,11.26,10.4,11.26,0.92,1.26,1.37,1.7,6,4,2,1,4.33,2.43,0.61,12.04,10.83,1.09,1.53,5,-0.23,4.87,-0.29,1.21,-0.33,3.07,1.56,24.08,-0.34,2.19,2,10,-0.86,21.66,1.19,5.92,0.37,144.95,2.35,18.78,25,117.29,
CH2,CH,3,2,2,1,2.67,3.5,2.32,2.38,0.46,0.54,12.82,12.43,10.4,10.64,0.92,1.01,1.37,1.45,6,5,2.5,1.5,3.08,2.35,0.5,12.62,10.52,0.97,1.41,5.5,-0.06,4.69,-0.08,1,-0.08,2.82,0.39,25.25,-0.08,1.93,1,11,-0.24,21.04,0.93,5.5,0.25,159.36,1.98,9.51,30.25,110.67,
CH2,CH2,3,3,2,2,2.67,2.67,2.32,2.32,0.46,0.46,12.82,12.82,10.4,10.4,0.92,0.92,1.37,1.37,6,6,3,2,2.67,2.32,0.46,12.82,10.4,0.92,1.37,6,0,4.63,0,0.92,0,2.73,0,25.64,0,1.85,0,12,0,20.8,0.85,5.37,0.21,164.32,1.87,7.11,36,108.16,
CH2,CH3,3,4,2,3,2.67,2.25,2.32,2.29,0.46,0.43,12.82,13.01,10.4,9.84,0.92,0.88,1.37,1.33,6,7,3.5,2.5,2.46,2.3,0.45,12.92,10.12,0.9,1.35,6.5,0.03,4.6,0.03,0.89,0.04,2.69,-0.19,25.83,0.04,1.8,-1,13,0.56,20.24,0.81,5.3,0.2,166.83,1.81,6.04,42.25,102.41,
CH2,S,3,1,2,0,2.67,16,2.32,2.58,0.46,1.03,12.82,10.36,10.4,10.36,0.92,2.08,1.37,1.8,6,6,2,1,9.33,2.45,0.75,11.59,10.38,1.5,1.58,6,-0.26,4.9,-0.57,1.49,-0.43,3.17,2.46,23.18,-1.15,3,0,12,0.04,20.76,2.25,5.99,0.56,134.31,2.51,87.11,36,107.74,
CH2,SH,3,2,2,1,2.67,8.5,2.32,2.39,0.46,0.68,12.82,11.98,10.4,10.42,0.92,1.42,1.37,1.5,6,7,2.5,1.5,5.58,2.35,0.57,12.4,10.41,1.17,1.43,6.5,-0.07,4.71,-0.22,1.14,-0.13,2.87,0.84,24.8,-0.49,2.34,-1,13,-0.02,20.82,1.37,5.54,0.32,153.73,2.05,31.17,42.25,108.37,0.13804
CH2,SH2,3,3,2,2,2.67,6,2.32,2.33,0.46,0.56,12.82,12.52,10.4,10.46,0.92,1.2,1.37,1.4,6,8,3,2,4.33,2.32,0.51,12.67,10.43,1.06,1.38,7,-0.01,4.64,-0.1,1.02,-0.03,2.77,0.3,25.34,-0.27,2.12,-2,14,-0.06,20.86,1.12,5.39,0.26,160.5,1.91,18.78,49,108.78,0.18746
CH2,F,3,1,2,0,2.67,9,2.32,3.98,0.46,0.64,12.82,17.42,10.4,17.42,0.92,3.4,1.37,1.47,6,7,2,1,5.83,3.15,0.55,15.12,13.91,2.16,1.42,6.5,-1.66,6.3,-0.18,1.1,-0.1,2.84,-4.6,30.24,-2.48,4.32,-1,13,-7.02,27.82,4.67,9.91,0.3,228.62,2.01,34.03,42.25,193.49,
CH2,Cl,3,1,2,0,2.67,17,2.32,3.16,0.46,0.99,12.82,12.97,10.4,12.97,0.92,3.61,1.37,1.75,6,7,2,1,9.83,2.74,0.73,12.89,11.69,2.27,1.56,6.5,-0.84,5.48,-0.53,1.45,-0.38,3.12,-0.15,25.79,-2.69,4.54,-1,13,-2.57,23.37,5.14,7.5,0.53,166.23,2.43,96.69,42.25,136.54,
CH2,Br,3,1,2,0,2.67,35,2.32,2.96,0.46,1.14,12.82,11.81,10.4,11.81,0.92,3.36,1.37,1.85,6,7,2,1,18.83,2.64,0.8,12.32,11.11,2.14,1.61,6.5,-0.64,5.28,-0.68,1.6,-0.48,3.22,1,24.63,-2.44,4.29,-1,13,-1.41,22.21,4.59,6.96,0.64,151.69,2.59,354.69,42.25,123.32,0.16344
CH2,I,3,1,2,0,2.67,53,2.32,2.66,0.46,1.33,12.82,10.45,10.4,10.45,0.92,3.06,1.37,1.98,6,7,2,1,27.83,2.49,0.9,11.63,10.43,1.99,1.67,6.5,-0.34,4.98,-0.87,1.79,-0.61,3.35,2.37,23.27,-2.14,3.98,-1,13,-0.05,20.85,3.96,6.19,0.8,135.37,2.8,774.69,42.25,108.68,
CH3,O,4,1,3,0,2.25,8,2.29,3.44,0.43,0.63,13.01,13.62,9.84,13.62,0.88,1.46,1.33,1.52,7,6,2.5,1.5,5.13,2.86,0.53,13.32,11.73,1.17,1.42,6.5,-1.15,5.73,-0.2,1.06,-0.2,2.85,-0.6,26.63,-0.58,2.34,1,13,-3.78,23.46,1.37,8.2,0.28,177.31,2.02,26.27,42.25,137.59,
CH3,OH,4,2,3,1,2.25,4.5,2.29,2.82,0.43,0.48,13.01,13.61,9.84,13.02,0.88,1.11,1.33,1.36,7,7,3,2,3.38,2.55,0.46,13.31,11.43,0.99,1.34,7,-0.53,5.11,-0.05,0.91,-0.03,2.69,-0.59,26.62,-0.23,1.99,0,14,-3.18,22.86,0.99,6.52,0.21,177.18,1.8,11.39,49,130.64,
CH3,N,4,1,3,0,2.25,7,2.29,3.04,0.43,0.71,13.01,14.53,9.84,14.53,0.88,-0.07,1.33,1.55,7,5,2.5,1.5,4.63,2.66,0.57,13.77,12.19,0.41,1.44,6,-0.75,5.33,-0.28,1.14,-0.23,2.88,-1.52,27.55,0.95,0.81,2,12,-4.69,24.37,0.16,7.1,0.32,189.72,2.07,21.39,36,148.47,0.15794
CH3,NH,4,2,3,1,2.25,4,2.29,2.62,0.43,0.52,13.01,14.07,9.84,12.8,0.88,0.34,1.33,1.38,7,6,3,2,3.13,2.45,0.48,13.54,11.32,0.61,1.35,6.5,-0.33,4.91,-0.09,0.95,-0.05,2.7,-1.05,27.08,0.54,1.22,1,13,-2.96,22.64,0.37,6.02,0.23,183.32,1.82,9.77,42.25,128.14,0.13838
CH3,NH2,4,3,3,2,2.25,3,2.29,2.48,0.43,0.45,13.01,13.91,9.84,10.78,0.88,0.48,1.33,1.32,7,7,3.5,2.5,2.63,2.38,0.44,13.46,10.31,0.68,1.32,7,-0.19,4.77,-0.02,0.88,0.01,2.64,-0.9,26.92,0.4,1.36,0,14,-0.94,20.62,0.46,5.68,0.19,181.22,1.74,6.89,49,106.3,
CH3,NH3,4,4,3,3,2.25,2.5,2.29,2.41,0.43,0.42,13.01,13.83,9.84,10.07,0.88,0.55,1.33,1.29,7,8,4,3,2.38,2.35,0.43,13.42,9.96,0.71,1.31,7.5,-0.12,4.7,0.01,0.85,0.04,2.61,-0.82,26.85,0.33,1.43,-1,15,-0.23,19.91,0.51,5.52,0.18,180.17,1.71,5.64,56.25,99.1,
CH3,C,4,1,3,0,2.25,6,2.29,2.55,0.43,0.75,13.01,11.26,9.84,11.26,0.88,1.26,1.33,1.7,7,4,2.5,1.5,4.13,2.42,0.59,12.14,10.55,1.07,1.51,5.5,-0.26,4.84,-0.32,1.18,-0.38,3.03,1.75,24.27,-0.38,2.14,3,11,-1.42,21.1,1.15,5.85,0.35,147.3,2.29,17.02,30.25,111.3,
CH3,CH,4,2,3,1,2.25,3.5,2.29,2.38,0.43,0.54,13.01,12.43,9.84,10.64,0.88,1.01,1.33,1.45,7,5,3,2,2.88,2.33,0.49,12.72,10.24,0.94,1.39,6,-0.09,4.66,-0.11,0.97,-0.13,2.78,0.58,25.44,-0.13,1.89,2,12,-0.8,20.48,0.89,5.43,0.24,161.83,1.93,8.27,36,104.86,
CH3,CH2,4,3,3,2,2.25,2.67,2.29,2.32,0.43,0.46,13.01,12.82,9.84,10.4,0.88,0.92,1.33,1.37,7,6,3.5,2.5,2.46,2.3,0.45,12.92,10.12,0.9,1.35,6.5,-0.03,4.6,-0.03,0.89,-0.04,2.69,0.19,25.83,-0.04,1.8,1,13,-0.56,20.24,0.81,5.3,0.2,166.83,1.81,6.04,42.25,102.41,
CH3,CH3,4,4,3,3,2.25,2.25,2.29,2.29,0.43,0.43,13.01,13.01,9.84,9.84,0.88,0.88,1.33,1.33,7,7,4,3,2.25,2.29,0.43,13.01,9.84,0.88,1.33,7,0,4.58,0,0.86,0,2.65,0,26.03,0,1.76,0,14,0,19.68,0.78,5.23,0.18,169.35,1.76,5.06,49,96.83,
CH3,S,4,1,3,0,2.25,16,2.29,2.58,0.43,1.03,13.01,10.36,9.84,10.36,0.88,2.08,1.33,1.8,7,6,2.5,1.5,9.13,2.43,0.73,11.69,10.1,1.48,1.56,6.5,-0.29,4.87,-0.6,1.46,-0.48,3.13,2.65,23.37,-1.2,2.96,1,13,-0.52,20.2,2.19,5.92,0.53,136.58,2.44,83.27,42.25,102.01,0.21971
CH3,SH,4,2,3,1,2.25,8.5,2.29,2.39,0.43,0.68,13.01,11.98,9.84,10.42,0.88,1.42,1.33,1.5,7,7,3,2,5.38,2.34,0.56,12.5,10.13,1.15,1.41,7,-0.1,4.68,-0.25,1.11,-0.18,2.83,1.03,24.99,-0.54,2.3,0,14,-0.58,20.26,1.32,5.47,0.31,156.16,2,28.89,49,102.62,
CH3,SH2,4,3,3,2,2.25,6,2.29,2.33,0.43,0.56,13.01,12.52,9.84,10.46,0.88,1.2,1.33,1.4,7,8,3.5,2.5,4.13,2.31,0.5,12.77,10.15,1.04,1.36,7.5,-0.04,4.61,-0.13,0.99,-0.08,2.73,0.49,25.53,-0.32,2.08,-1,15,-0.62,20.3,1.08,5.32,0.25,162.97,1.86,17.02,56.25,103.02,
CH3,F,4,1,3,0,2.25,9,2.29,3.98,0.43,0.64,13.01,17.42,9.84,17.42,0.88,3.4,1.33,1.47,7,7,2.5,1.5,5.63,3.13,0.54,15.22,13.63,2.14,1.4,7,-1.69,6.27,-0.21,1.07,-0.15,2.8,-4.41,30.44,-2.52,4.28,0,14,-7.58,27.26,4.58,9.82,0.29,231.58,1.95,31.64,49,185.78,0.24301
CH3,Cl,4,1,3,0,2.25,17,2.29,3.16,0.43,0.99,13.01,12.97,9.84,12.97,0.88,3.61,1.33,1.75,7,7,2.5,1.5,9.63,2.72,0.71,12.99,11.41,2.25,1.54,7,-0.87,5.45,-0.56,1.42,-0.43,3.08,0.05,25.98,-2.73,4.49,0,14,-3.13,22.81,5.05,7.42,0.5,168.75,2.36,92.64,49,130.07,
CH3,Br,4,1,3,0,2.25,35,2.29,2.96,0.43,1.14,13.01,11.81,9.84,11.81,0.88,3.36,1.33,1.85,7,7,2.5,1.5,18.63,2.62,0.79,12.41,10.83,2.12,1.59,7,-0.67,5.25,-0.71,1.57,-0.53,3.18,1.2,24.83,-2.48,4.24,0,14,-1.97,21.65,4.5,6.88,0.62,154.1,2.52,346.89,49,117.18,
CH3,I,4,1,3,0,2.25,53,2.29,2.66,0.43,1.33,13.01,10.45,9.84,10.45,0.88,3.06,1.33,1.98,7,7,2.5,1.5,27.63,2.47,0.88,11.73,10.15,1.97,1.65,7,-0.37,4.95,-0.9,1.76,-0.66,3.31,2.56,23.46,-2.18,3.94,0,14,-0.61,20.29,3.88,6.12,0.77,137.65,2.73,763.14,49,102.92,
S,O,1,1,0,0,16,8,2.58,3.44,1.03,0.63,10.36,13.62,10.36,13.62,2.08,1.46,1.8,1.52,6,6,1,0,12,3.01,0.83,11.99,11.99,1.77,1.66,6,-0.86,6.02,0.4,1.66,0.28,3.32,-3.26,23.98,0.62,3.54,0,12,-3.26,23.98,3.13,9.06,0.69,143.74,2.76,144,36,143.76,
S,OH,1,2,0,1,16,4.5,2.58,2.82,1.03,0.48,10.36,13.61,10.36,13.02,2.08,1.11,1.8,1.36,6,7,1.5,0.5,10.25,2.7,0.76,11.98,11.69,1.59,1.58,6.5,-0.24,5.4,0.55,1.51,0.44,3.16,-3.25,23.97,0.97,3.18,-1,13,-2.66,23.38,2.54,7.29,0.57,143.62,2.5,105.06,42.25,136.66,
S,N,1,1,0,0,16,7,2.58,3.04,1.03,0.71,10.36,14.53,10.36,14.53,2.08,-0.07,1.8,1.55,6,5,1,0,11.5,2.81,0.87,12.45,12.45,1,1.68,5.5,-0.46,5.62,0.32,1.74,0.25,3.35,-4.17,24.89,2.15,2.01,1,11,-4.17,24.89,1.01,7.9,0.76,154.93,2.81,132.25,30.25,154.88,0.09243
S,NH,1,2,0,1,16,4,2.58,2.62,1.03,0.52,10.36,14.07,10.36,12.8,2.08,0.34,1.8,1.38,6,6,1.5,0.5,10,2.6,0.78,12.21,11.58,1.21,1.59,6,-0.04,5.2,0.51,1.55,0.43,3.18,-3.71,24.43,1.74,2.42,0,12,-2.44,23.16,1.46,6.76,0.6,149.16,2.52,100,36,134.1,
S,NH2,1,3,0,2,16,3,2.58,2.48,1.03,0.45,10.36,13.91,10.36,10.78,2.08,0.48,1.8,1.32,6,7,2,1,9.5,2.53,0.74,12.14,10.57,1.28,1.56,6.5,0.1,5.06,0.58,1.48,0.48,3.12,-3.55,24.27,1.6,2.56,-1,13,-0.42,21.14,1.63,6.4,0.55,147.26,2.43,90.25,42.25,111.72,0.18156
S,NH3,1,4,0,3,16,2.5,2.58,2.41,1.03,0.42,10.36,13.83,10.36,10.07,2.08,0.55,1.8,1.29,6,8,2.5,1.5,9.25,2.5,0.73,12.1,10.22,1.31,1.54,7,0.17,4.99,0.61,1.45,0.51,3.09,-3.47,24.19,1.53,2.63,-2,14,0.29,20.43,1.72,6.23,0.53,146.31,2.38,85.56,49,104.35,
S,C,1,1,0,0,16,6,2.58,2.55,1.03,0.75,10.36,11.26,10.36,11.26,2.08,1.26,1.8,1.7,6,4,1,0,11,2.57,0.89,10.81,10.81,1.67,1.75,5,0.03,5.13,0.28,1.78,0.1,3.5,-0.9,21.62,0.82,3.34,2,10,-0.9,21.62,2.79,6.58,0.79,116.86,3.06,121,25,116.86,
S,CH,1,2,0,1,16,3.5,2.58,2.38,1.03,0.54,10.36,12.43,10.36,10.64,2.08,1.01,1.8,1.45,6,5,1.5,0.5,9.75,2.48,0.79,11.39,10.5,1.54,1.63,5.5,0.21,4.96,0.49,1.57,0.35,3.25,-2.07,22.79,1.07,3.09,1,11,-0.28,21,2.38,6.14,0.62,129.83,2.64,95.06,30.25,110.25,
S,CH2,1,3,0,2,16,2.67,2.58,2.32,1.03,0.46,10.36,12.82,10.36,10.4,2.08,0.92,1.8,1.37,6,6,2,1,9.33,2.45,0.75,11.59,10.38,1.5,1.58,6,0.26,4.9,0.57,1.49,0.43,3.17,-2.46,23.18,1.15,3,0,12,-0.04,20.76,2.25,5.99,0.56,134.31,2.51,87.11,36,107.74,
S,CH3,1,4,0,3,16,2.25,2.58,2.29,1.03,0.43,10.36,13.01,10.36,9.84,2.08,0.88,1.8,1.33,6,7,2.5,1.5,9.13,2.43,0.73,11.69,10.1,1.48,1.56,6.5,0.29,4.87,0.6,1.46,0.48,3.13,-2.65,23.37,1.2,2.96,-1,13,0.52,20.2,2.19,5.92,0.53,136.58,2.44,83.27,42.25,102.01,0.21971
S,S,1,1,0,0,16,16,2.58,2.58,1.03,1.03,10.36,10.36,10.36,10.36,2.08,2.08,1.8,1.8,6,6,1,0,16,2.58,1.03,10.36,10.36,2.08,1.8,6,0,5.16,0,2.06,0,3.6,0,20.72,0,4.15,0,12,0,20.72,4.31,6.66,1.06,107.33,3.24,256,36,107.33,
S,SH,1,2,0,1,16,8.5,2.58,2.39,1.03,0.68,10.36,11.98,10.36,10.42,2.08,1.42,1.8,1.5,6,7,1.5,0.5,12.25,2.49,0.86,11.17,10.39,1.75,1.65,6.5,0.19,4.97,0.35,1.71,0.3,3.3,-1.62,22.34,0.66,3.49,-1,13,-0.06,20.78,3.05,6.18,0.73,124.76,2.72,150.06,42.25,107.95,0.15702
S,SH2,1,3,0,2,16,6,2.58,2.33,1.03,0.56,10.36,12.52,10.36,10.46,2.08,1.2,1.8,1.4,6,8,2,1,11,2.45,0.8,11.44,10.41,1.64,1.6,7,0.25,4.91,0.47,1.59,0.4,3.2,-2.16,22.88,0.88,3.27,-2,14,-0.1,20.82,2.68,6.02,0.63,130.86,2.56,121,49,108.37,
S,F,1,1,0,0,16,9,2.58,3.98,1.03,0.64,10.36,17.42,10.36,17.42,2.08,3.4,1.8,1.47,6,7,1,0,12.5,3.28,0.84,13.89,13.89,2.74,1.64,6.5,-1.4,6.56,0.39,1.67,0.33,3.27,-7.06,27.78,-1.32,5.48,-1,13,-7.06,27.78,7.5,10.76,0.7,192.96,2.67,156.25,42.25,192.93,
S,Cl,1,1,0,0,16,17,2.58,3.16,1.03,0.99,10.36,12.97,10.36,12.97,2.08,3.61,1.8,1.75,6,7,1,0,16.5,2.87,1.01,11.66,11.67,2.84,1.78,6.5,-0.58,5.74,0.04,2.02,0.05,3.55,-2.61,23.33,-1.54,5.69,-1,13,-2.61,23.33,8.09,8.24,1.02,136.04,3.15,272.25,42.25,136.07,
S,Br,1,1,0,0,16,35,2.58,2.96,1.03,1.14,10.36,11.81,10.36,11.81,2.08,3.36,1.8,1.85,6,7,1,0,25.5,2.77,1.09,11.09,11.09,2.72,1.83,6.5,-0.38,5.54,-0.11,2.17,-0.05,3.65,-1.45,22.17,-1.29,5.44,-1,13,-1.45,22.17,7.4,7.67,1.18,122.92,3.33,650.25,42.25,122.88,
S,I,1,1,0,0,16,53,2.58,2.66,1.03,1.33,10.36,10.45,10.36,10.45,2.08,3.06,1.8,1.98,6,7,1,0,34.5,2.62,1.18,10.41,10.41,2.57,1.89,6.5,-0.08,5.24,-0.3,2.36,-0.18,3.78,-0.09,20.81,-0.98,5.14,-1,13,-0.09,20.81,6.59,6.86,1.39,108.27,3.57,1190.25,42.25,108.26,
SH,O,2,1,1,0,8.5,8,2.39,3.44,0.68,0.63,11.98,13.62,10.42,13.62,1.42,1.46,1.5,1.52,7,6,1.5,0.5,8.25,2.92,0.66,12.8,12.02,1.44,1.51,6.5,-1.05,5.83,0.05,1.31,-0.02,3.02,-1.64,25.6,-0.04,2.88,1,13,-3.2,24.04,2.07,8.5,0.43,163.8,2.28,68.06,42.25,144.48,
SH,OH,2,2,1,1,8.5,4.5,2.39,2.82,0.68,0.48,11.98,13.61,10.42,13.02,1.42,1.11,1.5,1.36,7,7,2,1,6.5,2.61,0.58,12.79,11.72,1.26,1.43,7,-0.43,5.21,0.2,1.16,0.14,2.86,-1.63,25.59,0.31,2.52,0,14,-2.6,23.44,1.59,6.79,0.34,163.67,2.04,42.25,49,137.36,
SH,N,2,1,1,0,8.5,7,2.39,3.04,0.68,0.71,11.98,14.53,10.42,14.53,1.42,-0.07,1.5,1.55,7,5,1.5,0.5,7.75,2.72,0.7,13.26,12.48,0.67,1.53,6,-0.65,5.43,-0.03,1.39,-0.05,3.05,-2.56,26.51,1.49,1.35,2,12,-4.11,24.95,0.45,7.37,0.48,175.73,2.33,60.06,36,155.63,
SH,NH,2,2,1,1,8.5,4,2.39,2.62,0.68,0.52,11.98,14.07,10.42,12.8,1.42,0.34,1.5,1.38,7,6,2,1,6.25,2.51,0.6,13.02,11.61,0.88,1.44,6.5,-0.23,5.01,0.16,1.2,0.13,2.88,-2.09,26.05,1.08,1.76,1,13,-2.38,23.22,0.77,6.28,0.36,169.59,2.07,39.06,42.25,134.79,
SH,NH2,2,3,1,2,8.5,3,2.39,2.48,0.68,0.45,11.98,13.91,10.42,10.78,1.42,0.48,1.5,1.32,7,7,2.5,1.5,5.75,2.44,0.57,12.94,10.6,0.95,1.41,7,-0.09,4.87,0.23,1.13,0.18,2.82,-1.93,25.89,0.94,1.9,0,14,-0.36,21.2,0.9,5.93,0.32,167.56,1.98,33.06,49,112.36,
